Reservoir,Site,Depth_m,Filter,DataStream,Sample_ID,Sample_Date,start_parameter,end_parameter,flag,notes
FCR,100.1,0.1,T,Metals,30,2022-08-01,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-08-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-08-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-04-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-04-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-04-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-04-26,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-05-11,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-05-11,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-05-25,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-05-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-05-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-05-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-05-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-05-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-05-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-06-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-06-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-06-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-06-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-06-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-06-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-06-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-06-26,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-06-26,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-07-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-07-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-07-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-07-20,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-07-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-07-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-07-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-07-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-24,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-07-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-07-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-08-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-08-10,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-08-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-08-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-07,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-08-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-08-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2020-09-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-09-30,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-09-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-09-14,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-09-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-09-27,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-09-13,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-09-13,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-09-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-09-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-10-05,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-10-11,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-10-11,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-10-25,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-10-25,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-10-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-10-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-10-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-10-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-10-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-10-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-10-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-10-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-10-31,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-11-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2020-11-09,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-11-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-11-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-11-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2021-11-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-11-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-11-08,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-11-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-11-16,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-11-28,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-11-28,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2021-12-06,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2022-12-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2022-12-12,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2023-12-04,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2023-12-04,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,50,8,S,Metals,12,2024-03-18,Al_mgL,Al_mgL,8,observation seems abnormally high.
FCR,50,5,T,Metals,7,2024-05-13,K_mgL,K_mgL,8,observation seems abnormally high.
FCR,50,3.8,S,Metals,6,2024-05-13,K_mgL,K_mgL,8,observation seems abnormally high.
FCR,50,1.6,S,Metals,4,2024-01-29,Cu_mgL,Cu_mgL,8,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,2024-05-13,Mg_mgL,Mg_mgL,8,observation seems abnormally high.
FCR,100,0.1,S,Metals,16,2024-05-13,Mg_mgL,Mg_mgL,8,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,2024-05-13,Fe_mgL,Fe_mgL,8,observation seems abnormally high.
FCR,100,0.1,S,Metals,16,2024-05-13,Fe_mgL,Fe_mgL,8,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,2024-05-13,Mn_mgL,Mn_mgL,8,observation seems abnormally high.
FCR,100,0.1,S,Metals,16,2024-05-13,Mn_mgL,Mn_mgL,8,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,2024-07-15,Cu_mgL,Cu_mgL,8,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,2024-09-02,Cu_mgL,Cu_mgL,8,observation seems abnormally high.
BVR,50,6,T,Metals,23,2024-10-07,Ca_mgL,Ca_mgL,8,observation seems abnormally high.
BVR,50,6,S,Metals,24,2024-10-07,Ca_mgL,Ca_mgL,8,observation seems abnormally high.
BVR,50,6,T,Metals,23,2024-08-19,Fe_mgL,Fe_mgL,8,observation seems abnormally high.
BVR,50,0.1,S,Metals,20,2024-06-03,Cu_mgL,Cu_mgL,8,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,2024-06-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-06-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-06-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-07-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-07-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2024-07-22,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-07-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-07-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-08-19,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-08-19,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,17,2024-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-09-02,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-09-09,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-09-09,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2024-09-17,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,2024-10-01,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,29,2024-10-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,30,2024-10-15,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
BVR,50,10,T,Metals,67,2024-10-21,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-10-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-10-29,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-11-19,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-11-19,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,2024-12-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,2024-12-03,Li_mgL,Ba_mgL,6,Sample had particulates and was microwave digested. See digestion notebook
FCR,1,0.1,S,Metals,72,2024-08-12,Fe_mgL,Fe_mgL,8,observation seems abnormally high.