"file","scan"
"../RawDownloads/091520_fcr50.cnv",135
"../RawDownloads/043018_fcr50.cnv",35
"../RawDownloads/091718_fcr50.cnv",80
"../RawDownloads/121718_fcr50.cnv",540
"../RawDownloads/120619_fcr50.cnv",15
"../RawDownloads/120619_bvr50.cnv",1
"../RawDownloads/120618_fcr50.cnv",15
"../RawDownloads/120618_bvr50.cnv",15
"../RawDownloads/112019_fcr50.cnv",0
"../RawDownloads/112019_fcr45.cnv",1
"../RawDownloads/112019_fcr30.cnv",2
"../RawDownloads/112019_fcr20.cnv",0
"../RawDownloads/111918_fcr50.cnv",35
"../RawDownloads/111618_bvr50.cnv",1
"../RawDownloads/111519_bvr50.cnv",0
"../RawDownloads/111318_fcr50.cnv",25
"../RawDownloads/110819_fcr50.cnv",20
"../RawDownloads/110819_fcr45.cnv",5
"../RawDownloads/110819_fcr30.cnv",0
"../RawDownloads/110819_fcr20.cnv",2
"../RawDownloads/110819_fcr10.cnv",22
"../RawDownloads/110718_fcr50.cnv",1
"../RawDownloads/110419_fcr50.cnv",35
"../RawDownloads/110218_fcr50.cnv",26
"../RawDownloads/110218_bvr50.cnv",0
"../RawDownloads/103019_fcr50.cnv",23
"../RawDownloads/103019_fcr45.cnv",10
"../RawDownloads/103019_fcr30.cnv",10
"../RawDownloads/103019_fcr20.cnv",15
"../RawDownloads/103019_fcr10.cnv",23
"../RawDownloads/102918_fcr50.cnv",10
"../RawDownloads/102918_fcr45.cnv",20
"../RawDownloads/102918_fcr30.cnv",15
"../RawDownloads/102918_fcr20.cnv",13
"../RawDownloads/102918_fcr10.cnv",7
"../RawDownloads/102819_fcr50.cnv",35
"../RawDownloads/102819_bvr50.cnv",0
"../RawDownloads/102519_fcr50.cnv",10
"../RawDownloads/102319_fcr50.cnv",33
"../RawDownloads/102319_fcr45.cnv",0
"../RawDownloads/102319_fcr30.cnv",0
"../RawDownloads/102319_fcr20.cnv",0
"../RawDownloads/102319_fcr10.cnv",0
"../RawDownloads/102219_fcr50.cnv",1
"../RawDownloads/102218_fcr50.cnv",10
"../RawDownloads/102218_fcr45.cnv",23
"../RawDownloads/102218_fcr30.cnv",11
"../RawDownloads/102218_fcr20.cnv",32
"../RawDownloads/102218_fcr10.cnv",16
"../RawDownloads/101918_fcr50.cnv",11
"../RawDownloads/101918_bvr50.cnv",10
"../RawDownloads/101819_bvr50.cnv",0
"../RawDownloads/101619_fcr45.cnv",0
"../RawDownloads/101619_fcr30.cnv",0
"../RawDownloads/101619_fcr20.cnv",0
"../RawDownloads/101619_fcr10.cnv",0
"../RawDownloads/101518_fcr50.cnv",17
"../RawDownloads/101518_fcr45.cnv",17
"../RawDownloads/101518_fcr30.cnv",14
"../RawDownloads/101518_fcr20.cnv",25
"../RawDownloads/101518_fcr10.cnv",17
"../RawDownloads/101119_fcr50.cnv",5
"../RawDownloads/101119_fcr45.cnv",5
"../RawDownloads/101119_fcr30.cnv",7
"../RawDownloads/101119_fcr20.cnv",0
"../RawDownloads/101119_fcr10.cnv",20
"../RawDownloads/100818_fcr50.cnv",20
"../RawDownloads/100818_fcr45.cnv",16
"../RawDownloads/100818_fcr30.cnv",13
"../RawDownloads/100818_fcr20.cnv",20
"../RawDownloads/100818_fcr10.cnv",8
"../RawDownloads/100719_bvr_sedtrap.cnv",0
"../RawDownloads/100719_bvr50.cnv",0
"../RawDownloads/100518_fcr50.cnv",15
"../RawDownloads/100518_bvr50.cnv",6
"../RawDownloads/100419_fcr50.cnv",15
"../RawDownloads/100419_bvr50.cnv",5
"../RawDownloads/100219_fcr50.cnv",0
"../RawDownloads/100219_fcr10.cnv",0
"../RawDownloads/100118_fcr50.cnv",18
"../RawDownloads/100118_fcr45.cnv",10
"../RawDownloads/100118_fcr30.cnv",12
"../RawDownloads/100118_fcr20.cnv",23
"../RawDownloads/100118_fcr10.cnv",11
"../RawDownloads/092719_fcr50.cnv",35
"../RawDownloads/092719_fcr45.cnv",6
"../RawDownloads/092719_fcr30.cnv",0
"../RawDownloads/092719_fcr20.cnv",11
"../RawDownloads/092719_fcr10.cnv",42
"../RawDownloads/092719_fcr_50.cnv",35
"../RawDownloads/092719_fcr_45.cnv",5
"../RawDownloads/092719_fcr_30.cnv",0
"../RawDownloads/092719_fcr_20.cnv",11
"../RawDownloads/092719_fcr_10.cnv",42
"../RawDownloads/092520_fcr50_SSSon_0001.cnv",70
"../RawDownloads/092520_fcr50_0001.cnv",150
"../RawDownloads/092418_fcr50.cnv",25
"../RawDownloads/092418_fcr45.cnv",50
"../RawDownloads/092418_fcr30.cnv",17
"../RawDownloads/092418_fcr20.cnv",7
"../RawDownloads/092418_fcr10.cnv",19
"../RawDownloads/092120_fcr50.cnv",23
"../RawDownloads/092118_fcr50.cnv",12
"../RawDownloads/092118_bvr50.cnv",11
"../RawDownloads/092019_fcr50.cnv",40
"../RawDownloads/092019_bvr50.cnv",140
"../RawDownloads/091718_fcr45.cnv",10
"../RawDownloads/091718_fcr30.cnv",15
"../RawDownloads/091718_fcr20.cnv",10
"../RawDownloads/091718_fcr10.cnv",3
"../RawDownloads/091620_bvr50.cnv",10
"../RawDownloads/091218_fcr50.cnv",15
"../RawDownloads/091120_fcr50.cnv",465
"../RawDownloads/091119_fcr50.cnv",36
"../RawDownloads/091119_fcr45.cnv",20
"../RawDownloads/091119_fcr30.cnv",10
"../RawDownloads/091119_fcr20.cnv",32
"../RawDownloads/091119_fcr10.cnv",26
"../RawDownloads/091018_fcr50.cnv",25
"../RawDownloads/091018_fcr45.cnv",36
"../RawDownloads/091018_fcr30.cnv",12
"../RawDownloads/091018_fcr20.cnv",17
"../RawDownloads/091018_fcr10.cnv",13
"../RawDownloads/090920_fcr50.cnv",25
"../RawDownloads/090718_fcr50.cnv",35
"../RawDownloads/090718_bvr50.cnv",3
"../RawDownloads/090419_fcr50.cnv",32
"../RawDownloads/090419_bvr50b.cnv",16
"../RawDownloads/090419_bvr50.cnv",40
"../RawDownloads/090320_fcr50.cnv",20
"../RawDownloads/090320_bvr50.cnv",36
"../RawDownloads/090318_fcr50_b.cnv",15
"../RawDownloads/090318_fcr50_a.cnv",23
"../RawDownloads/090318_fcr45.cnv",13
"../RawDownloads/090318_fcr30.cnv",3
"../RawDownloads/090318_fcr20.cnv",10
"../RawDownloads/090318_fcr10.cnv",15
"../RawDownloads/090220_fcr50.cnv",25
"../RawDownloads/090219_fcr50.cnv",31
"../RawDownloads/090219_fcr45.cnv",14
"../RawDownloads/090219_fcr30.cnv",8
"../RawDownloads/090219_fcr20.cnv",16
"../RawDownloads/090219_fcr10.cnv",27
"../RawDownloads/082819_fcr50.cnv",0
"../RawDownloads/082819_fcr45.cnv",0
"../RawDownloads/082819_fcr30.cnv",0
"../RawDownloads/082819_fcr20.cnv",0
"../RawDownloads/082819_fcr10.cnv",0
"../RawDownloads/082718_fcr50.cnv",20
"../RawDownloads/082718_fcr45.cnv",0
"../RawDownloads/082718_fcr30.cnv",0
"../RawDownloads/082718_fcr20.cnv",0
"../RawDownloads/082718_fcr10.cnv",3
"../RawDownloads/082620_bvr50.cnv",0
"../RawDownloads/082420_fcr50.cnv",55
"../RawDownloads/082418_fcr50.cnv",60
"../RawDownloads/082418_bvr50.cnv",20
"../RawDownloads/082319_bvr50.cnv",29
"../RawDownloads/082219_fcr50.cnv",7
"../RawDownloads/082020_bvr50.cnv",0
"../RawDownloads/082018_fcr50.cnv",10
"../RawDownloads/082018_fcr45.cnv",5
"../RawDownloads/082018_fcr30.cnv",0
"../RawDownloads/082018_fcr20.cnv",5
"../RawDownloads/082018_fcr10.cnv",3
"../RawDownloads/081919_fcr50.cnv",15
"../RawDownloads/081919_fcr45.cnv",22
"../RawDownloads/081919_fcr30.cnv",55
"../RawDownloads/081919_fcr20.cnv",60
"../RawDownloads/081919_fcr10.cnv",5
"../RawDownloads/081720_fcr50.cnv",0
"../RawDownloads/081618_fcr50.cnv",20
"../RawDownloads/081618_bvr50.cnv",8
"../RawDownloads/081519_fcr50.cnv",17
"../RawDownloads/081419_bvr50.cnv",40
"../RawDownloads/081418_fcr50.cnv",23
"../RawDownloads/081318_fcr45.cnv",12
"../RawDownloads/081318_fcr30.cnv",35
"../RawDownloads/081318_fcr20.cnv",118
"../RawDownloads/081318_fcr10.cnv",11
"../RawDownloads/081219_fcr50.cnv",36
"../RawDownloads/081219_fcr45.cnv",0
"../RawDownloads/081219_fcr30.cnv",0
"../RawDownloads/081219_fcr20.cnv",0
"../RawDownloads/081219_fcr10.cnv",15
"../RawDownloads/081020_fcr50_0001.cnv",53
"../RawDownloads/081018_fcr50(3).cnv",39
"../RawDownloads/081018_fcr50(2).cnv",23
"../RawDownloads/081018_fcr50(1).cnv",40
"../RawDownloads/080918_fcr50.cnv",15
"../RawDownloads/080918_fcr45.cnv",123
"../RawDownloads/080918_fcr30.cnv",115
"../RawDownloads/080918_fcr20.cnv",0
"../RawDownloads/080918_fcr10.cnv",15
"../RawDownloads/080918_bvr50.cnv",0
"../RawDownloads/080819_fcr50.cnv",30
"../RawDownloads/080819_bvr50.cnv",10
"../RawDownloads/080620_fcr50.cnv",0
"../RawDownloads/080620_bvr50.cnv",0
"../RawDownloads/080618_fcr50.cnv",157
"../RawDownloads/080618_fcr45.cnv",11
"../RawDownloads/080618_fcr30.cnv",15
"../RawDownloads/080618_fcr20.cnv",17
"../RawDownloads/080618_fcr10.cnv",19
"../RawDownloads/080519_fcr50_b.cnv",19
"../RawDownloads/080519_fcr50_a.cnv",22
"../RawDownloads/080519_fcr45.cnv",47
"../RawDownloads/080519_fcr30.cnv",20
"../RawDownloads/080519_fcr20.cnv",20
"../RawDownloads/080519_fcr10.cnv",21
"../RawDownloads/080320_fcr50.cnv",0
"../RawDownloads/080218_fcr50.cnv",15
"../RawDownloads/080218_bvr50.cnv",0
"../RawDownloads/080119_fcr50.cnv",33
"../RawDownloads/080119_bvr50.cnv",0
"../RawDownloads/073020_fcr50.cnv",11
"../RawDownloads/073020_bvr50.cnv",0
"../RawDownloads/073018_fcr50.cnv",32
"../RawDownloads/073018_fcr45.cnv",13
"../RawDownloads/073018_fcr30.cnv",13
"../RawDownloads/073018_fcr20.cnv",18
"../RawDownloads/073018_fcr10.cnv",15
"../RawDownloads/072919_fcr50.cnv",15
"../RawDownloads/072919_fcr45.cnv",7
"../RawDownloads/072919_fcr30.cnv",9
"../RawDownloads/072919_fcr20.cnv",15
"../RawDownloads/072919_fcr10.cnv",18
"../RawDownloads/072720_fcr50.cnv",15
"../RawDownloads/072618_fcr50.cnv",35
"../RawDownloads/072618_bvr50.cnv",1
"../RawDownloads/072320_fcr50.cnv",25
"../RawDownloads/072320_bvr50.cnv",15
"../RawDownloads/072318_fcr50.cnv",53
"../RawDownloads/072318_fcr45.cnv",20
"../RawDownloads/072318_fcr30.cnv",12
"../RawDownloads/072318_fcr20.cnv",30
"../RawDownloads/072318_fcr10.cnv",20
"../RawDownloads/072219_fcr50.cnv",103
"../RawDownloads/072219_fcr45.cnv",0
"../RawDownloads/072219_fcr30.cnv",0
"../RawDownloads/072219_fcr20.cnv",0
"../RawDownloads/072219_fcr10.cnv",0
"../RawDownloads/072020_fcr50_downcast.cnv",0
"../RawDownloads/072020_fcr50.cnv",0
"../RawDownloads/071918_fcr50.cnv",65
"../RawDownloads/071918_bvr50.cnv",6
"../RawDownloads/071819_fcr50.cnv",43
"../RawDownloads/071819_bvr50.cnv",43
"../RawDownloads/071720_fcr50.cnv",30
"../RawDownloads/071720_bvr50.cnv",95
"../RawDownloads/071618_fcr50.cnv",75
"../RawDownloads/071618_fcr45.cnv",23
"../RawDownloads/071618_fcr30.cnv",8
"../RawDownloads/071618_fcr20.cnv",20
"../RawDownloads/071618_fcr10.cnv",38
"../RawDownloads/071519_fcr50.cnv",47
"../RawDownloads/071519_fcr45.cnv",26
"../RawDownloads/071519_fcr30.cnv",14
"../RawDownloads/071519_fcr20.cnv",9
"../RawDownloads/071519_fcr10.cnv",14
"../RawDownloads/071320_fcr50_d.cnv",40
"../RawDownloads/071320_fcr50_c.cnv",110
"../RawDownloads/071218_bvr50.cnv",15
"../RawDownloads/071119_bvr50_e.cnv",110
"../RawDownloads/071119_bvr50_d.cnv",8
"../RawDownloads/071119_bvr50_c.cnv",12
"../RawDownloads/071119_bvr50_b.cnv",37
"../RawDownloads/071119_bvr50_a.cnv",2
"../RawDownloads/071019_bvr50_e.cnv",25
"../RawDownloads/071019_bvr50_d.cnv",17
"../RawDownloads/071019_bvr50_c.cnv",57
"../RawDownloads/071019_bvr50_b.cnv",49
"../RawDownloads/071019_bvr50_a.cnv",16
"../RawDownloads/070920_fcr50_b.cnv",15
"../RawDownloads/070920_fcr50.cnv",17
"../RawDownloads/070920_bvr50.cnv",0
"../RawDownloads/070918_FCR50.cnv",23
"../RawDownloads/070918_fcr45.cnv",40
"../RawDownloads/070918_fcr30.cnv",73
"../RawDownloads/070918_fcr20.cnv",31
"../RawDownloads/070918_fcr10.cnv",35
"../RawDownloads/070819_fcr50_b.cnv",20
"../RawDownloads/070819_fcr50_a.cnv",15
"../RawDownloads/070819_fcr45.cnv",13
"../RawDownloads/070819_fcr30.cnv",8
"../RawDownloads/070819_fcr20.cnv",15
"../RawDownloads/070819_fcr10.cnv",14
"../RawDownloads/070620_fcr50.cnv",25
"../RawDownloads/070518_fcr50.cnv",25
"../RawDownloads/070518_bvr50.cnv",10
"../RawDownloads/070319_fcr50.cnv",17
"../RawDownloads/070319_bvr50.cnv",50
"../RawDownloads/070220_fcr50.cnv",10
"../RawDownloads/070220_bvr50.cnv",0
"../RawDownloads/070218_fcr50.cnv",18
"../RawDownloads/070218_fcr45.cnv",16
"../RawDownloads/070218_fcr30.cnv",25
"../RawDownloads/070218_fcr20.cnv",21
"../RawDownloads/070218_fcr10.cnv",34
"../RawDownloads/070119_fcr50.cnv",23
"../RawDownloads/070119_fcr45.cnv",16
"../RawDownloads/070119_fcr30.cnv",28
"../RawDownloads/070119_fcr20.cnv",13
"../RawDownloads/070119_fcr10.cnv",42
"../RawDownloads/062920_fcr50b.cnv",23
"../RawDownloads/062920_fcr50a.cnv",15
"../RawDownloads/062820_fcr50c.cnv",25
"../RawDownloads/062820_fcr50a.cnv",10
"../RawDownloads/062818_FCR50.cnv",32
"../RawDownloads/062818_BVR50.cnv",12
"../RawDownloads/062719_fcr50.cnv",33
"../RawDownloads/062719_bvr50.cnv",0
"../RawDownloads/062520_fcr50.cnv",13
"../RawDownloads/062520_bvr50.cnv",3
"../RawDownloads/062518_fcr50.cnv",13
"../RawDownloads/062518_fcr45.cnv",9
"../RawDownloads/062518_fcr30.cnv",33
"../RawDownloads/062518_fcr20.cnv",55
"../RawDownloads/062518_fcr10.cnv",49
"../RawDownloads/062419_fcr50.cnv",52
"../RawDownloads/062419_fcr45.cnv",5
"../RawDownloads/062419_fcr30.cnv",20
"../RawDownloads/062419_fcr20.cnv",43
"../RawDownloads/062419_fcr10.cnv",36
"../RawDownloads/062220_fcr50.cnv",27
"../RawDownloads/062118_fcr50.cnv",22
"../RawDownloads/062118_bvr50.cnv",15
"../RawDownloads/062019_FCR50.cnv",20
"../RawDownloads/062019_bvr50.cnv",22
"../RawDownloads/061820_fcr50.cnv",30
"../RawDownloads/061820_bvr50.cnv",23
"../RawDownloads/061818_fcr50.cnv",21
"../RawDownloads/061818_fcr50(2).cnv",12
"../RawDownloads/061818_fcr45.cnv",11
"../RawDownloads/061818_fcr30.cnv",9
"../RawDownloads/061818_fcr20.cnv",35
"../RawDownloads/061818_fcr10.cnv",6
"../RawDownloads/061719_FCR50.cnv",25
"../RawDownloads/061719_FCR45.cnv",13
"../RawDownloads/061719_FCR30.cnv",14
"../RawDownloads/061719_FCR20.cnv",22
"../RawDownloads/061719_FCR10.cnv",27
"../RawDownloads/061418_fcr50.cnv",32
"../RawDownloads/061418_bvr50.cnv",0
"../RawDownloads/061319_fcr50.cnv",58
"../RawDownloads/061319_bvr50.cnv",11
"../RawDownloads/061118_fcr50.cnv",30
"../RawDownloads/061118_fcr45.cnv",75
"../RawDownloads/061118_fcr30.cnv",55
"../RawDownloads/061118_fcr20.cnv",20
"../RawDownloads/061118_fcr10.cnv",37
"../RawDownloads/061019_fcr50_b.cnv",39
"../RawDownloads/061019_fcr50_a.cnv",96
"../RawDownloads/061019_fcr45.cnv",20
"../RawDownloads/061019_fcr30.cnv",16
"../RawDownloads/061019_fcr20.cnv",27
"../RawDownloads/061019_fcr10.cnv",8
"../RawDownloads/060718_fcr50.cnv",90
"../RawDownloads/060718_bvr50.cnv",52
"../RawDownloads/060619_fcr50_c.cnv",17
"../RawDownloads/060619_fcr50_b.cnv",25
"../RawDownloads/060619_fcr50_a.cnv",19
"../RawDownloads/060418_fcr50.cnv",23
"../RawDownloads/060418_fcr45.cnv",38
"../RawDownloads/060418_fcr30.cnv",32
"../RawDownloads/060418_fcr20.cnv",63
"../RawDownloads/060418_fcr10.cnv",28
"../RawDownloads/060319_fcr50.cnv",40
"../RawDownloads/053118_fcr50.cnv",24
"../RawDownloads/053118_bvr50.cnv",341
"../RawDownloads/053018_fcr50.cnv",46
"../RawDownloads/052818_fcr50.cnv",17
"../RawDownloads/052818_fcr45.cnv",7
"../RawDownloads/052818_fcr30.cnv",5
"../RawDownloads/052818_fcr20.cnv",4
"../RawDownloads/052818_fcr10.cnv",0
"../RawDownloads/052418_fcr50.cnv",167
"../RawDownloads/052418_bvr50.cnv",45
"../RawDownloads/052118_fcr49.cnv",5
"../RawDownloads/052118_fcr45.cnv",1
"../RawDownloads/052118_fcr30.cnv",2
"../RawDownloads/052118_fcr20.cnv",7
"../RawDownloads/052118_fcr10.cnv",1
"../RawDownloads/051718_fcr50.cnv",32
"../RawDownloads/051718_bvr50.cnv",13
"../RawDownloads/051418_fcr50.cnv",20
"../RawDownloads/051418_fcr49.cnv",0
"../RawDownloads/051418_fcr45.cnv",0
"../RawDownloads/051418_fcr30.cnv",0
"../RawDownloads/051418_fcr20.cnv",0
"../RawDownloads/051418_fcr10.cnv",15
"../RawDownloads/051118_fcr50.cnv",11
"../RawDownloads/051118_bvr50.cnv",5
"../RawDownloads/051118_bvr49.cnv",2
"../RawDownloads/050718_fcr50.cnv",10
"../RawDownloads/050718_fcr45.cnv",8
"../RawDownloads/050718_fcr30.cnv",22
"../RawDownloads/050718_fcr20.cnv",5
"../RawDownloads/050718_fcr10.cnv",16
"../RawDownloads/050418_fcr50.cnv",30
"../RawDownloads/050418_bvr.cnv",1
"../RawDownloads/043018_fcr50(2).cnv",16
"../RawDownloads/043018_fcr45.cnv",13
"../RawDownloads/043018_fcr30.cnv",17
"../RawDownloads/043018_fcr20.cnv",38
"../RawDownloads/043018_fcr10.cnv",13
"../RawDownloads/042318_fcr50.cnv",28
"../RawDownloads/042318_fcr50(2).cnv",19
"../RawDownloads/042318_fcr49.cnv",0
"../RawDownloads/042318_fcr49(2).cnv",10
"../RawDownloads/042318_fcr47.cnv",0
"../RawDownloads/042018_fcr50.cnv",11
"../RawDownloads/020819_fcr50.cnv",33
"../RawDownloads/062820_fcr50_0001.cnv",10
"../RawDownloads/062820_fcr50_0002_0003.cnv",20
"../RawDownloads/062820_fcr50_0003_0004.cnv",5
"../RawDownloads/062920_fcr50.cnv",20
"../RawDownloads/071320_fcr50_0003.cnv",110
"../RawDownloads/072720_fcr50_0001.cnv",12
"../RawDownloads/081220_bvr50.cnv",5
"../RawDownloads/091520_fcr50_0001.cnv",145
"../RawDownloads/091620_fcr50.cnv",13
"../RawDownloads/092520_fcr50.cnv",155
"../RawDownloads/093020_fcr50_0001.cnv",0
"../RawDownloads/100120_bvr50_0001.cnv",65
"../RawDownloads/100120_fcr50_0001.cnv",65
"../RawDownloads/101620_fcr50_0001.cnv",37
"../RawDownloads/101620_fcr50_0002.cnv",51
"../RawDownloads/101620_fcr50_0003.cnv",85
"../RawDownloads/101620_fcr50_0004.cnv",55
"../RawDownloads/101620_fcr50_0005.cnv",70
"../RawDownloads/101620_fcr50_0006.cnv",39
"../RawDownloads/101720_fcr50.cnv",42
"../RawDownloads/101920_fcr50_0008.cnv",60
"../RawDownloads/102620_bvr50_0001.cnv",0
"../RawDownloads/102820_fcr50_0001.cnv",20
"../RawDownloads/102820_fcr50_0006.cnv",20
"../RawDownloads/110220_fcr50_0007.cnv",25
"../RawDownloads/110220_fcr50_0008.cnv",30
"../RawDownloads/110420_fcr50.cnv",155
"../RawDownloads/110920_fcr20.cnv",0
"../RawDownloads/110920_fcr50.cnv",0
"../RawDownloads/111020_bvr50.cnv",100
